 5.28129E+02	 4.32700E+02
 5.28266E+02	 4.32100E+02
 5.28402E+02	 4.32800E+02
 5.28538E+02	 4.31600E+02
 5.28675E+02	 4.33400E+02
 5.28811E+02	 4.32300E+02
 5.28947E+02	 4.30900E+02
 5.29084E+02	 4.32600E+02
 5.29220E+02	 4.32400E+02
 5.29356E+02	 4.32100E+02
 5.29492E+02	 4.32500E+02
 5.29629E+02	 4.31700E+02
 5.29765E+02	 4.31500E+02
 5.29901E+02	 4.32600E+02
 5.30037E+02	 4.32100E+02
 5.30174E+02	 4.30800E+02
 5.30310E+02	 4.32300E+02
 5.30446E+02	 4.33100E+02
 5.30582E+02	 4.31800E+02
 5.30718E+02	 4.31700E+02
 5.30855E+02	 4.32500E+02
 5.30991E+02	 4.34100E+02
 5.31127E+02	 4.31500E+02
 5.31263E+02	 4.33700E+02
 5.31399E+02	 4.31700E+02
 5.31535E+02	 4.33200E+02
 5.31671E+02	 4.31500E+02
 5.31808E+02	 4.34000E+02
 5.31944E+02	 4.35000E+02
 5.32080E+02	 4.34400E+02
 5.32216E+02	 4.31800E+02
 5.32352E+02	 4.31300E+02
 5.32488E+02	 4.33500E+02
 5.32624E+02	 4.32400E+02
 5.32760E+02	 4.33200E+02
 5.32896E+02	 4.31600E+02
 5.33032E+02	 4.31600E+02
 5.33168E+02	 4.33600E+02
 5.33304E+02	 4.36600E+02
 5.33440E+02	 4.59100E+02
 5.33576E+02	 5.41300E+02
 5.33712E+02	 7.23500E+02
 5.33848E+02	 1.00520E+03
 5.33984E+02	 1.32430E+03
 5.34120E+02	 1.54880E+03
 5.34256E+02	 1.60680E+03
 5.34392E+02	 1.64070E+03
 5.34528E+02	 1.65990E+03
 5.34664E+02	 1.70230E+03
 5.34800E+02	 1.69240E+03
 5.34936E+02	 1.70330E+03
 5.35072E+02	 1.72000E+03
 5.35208E+02	 1.73500E+03
 5.35344E+02	 1.75250E+03
 5.35479E+02	 1.75340E+03
 5.35615E+02	 1.76100E+03
 5.35751E+02	 1.74990E+03
 5.35887E+02	 1.76040E+03
 5.36023E+02	 1.76100E+03
 5.36159E+02	 1.76340E+03
 5.36295E+02	 1.77180E+03
 5.36430E+02	 1.76500E+03
 5.36566E+02	 1.78500E+03
 5.36702E+02	 1.76710E+03
 5.36838E+02	 1.78650E+03
 5.36974E+02	 1.79100E+03
 5.37109E+02	 1.79840E+03
 5.37245E+02	 1.80890E+03
 5.37381E+02	 1.81840E+03
 5.37517E+02	 1.81440E+03
 5.37652E+02	 1.83880E+03
 5.37788E+02	 1.83920E+03
 5.37924E+02	 1.82590E+03
 5.38060E+02	 1.84520E+03
 5.38195E+02	 1.83890E+03
 5.38331E+02	 1.84790E+03
 5.38467E+02	 1.85680E+03
 5.38602E+02	 1.86540E+03
 5.38738E+02	 1.86920E+03
 5.38874E+02	 1.86100E+03
 5.39009E+02	 1.88010E+03
 5.39145E+02	 1.87410E+03
 5.39281E+02	 1.89340E+03
 5.39416E+02	 1.89120E+03
 5.39552E+02	 1.90840E+03
 5.39688E+02	 1.90050E+03
 5.39823E+02	 1.90410E+03
 5.39959E+02	 1.91880E+03
 5.40094E+02	 1.91320E+03
 5.40230E+02	 1.92540E+03
 5.40366E+02	 1.94060E+03
 5.40501E+02	 1.93890E+03
 5.40637E+02	 1.93960E+03
 5.40772E+02	 1.94630E+03
 5.40908E+02	 1.95420E+03
 5.41043E+02	 1.94930E+03
 5.41179E+02	 1.94870E+03
 5.41314E+02	 1.95260E+03
 5.41450E+02	 1.96710E+03
 5.41585E+02	 1.96260E+03
 5.41721E+02	 1.96720E+03
 5.41856E+02	 1.98020E+03
 5.41992E+02	 1.99600E+03
 5.42127E+02	 1.98370E+03
 5.42263E+02	 1.99710E+03
 5.42398E+02	 1.99640E+03
 5.42534E+02	 2.02540E+03
 5.42669E+02	 2.02630E+03
 5.42804E+02	 2.03010E+03
 5.42940E+02	 2.01490E+03
 5.43075E+02	 2.03860E+03
 5.43211E+02	 2.04160E+03
 5.43346E+02	 2.04520E+03
 5.43482E+02	 2.05370E+03
 5.43617E+02	 2.06350E+03
 5.43752E+02	 2.06770E+03
 5.43888E+02	 2.05360E+03
 5.44023E+02	 2.04670E+03
 5.44158E+02	 2.05980E+03
 5.44294E+02	 2.06520E+03
 5.44429E+02	 2.07220E+03
 5.44564E+02	 2.08320E+03
 5.44700E+02	 2.10090E+03
 5.44835E+02	 2.10230E+03
