 5.28129E+02	 4.30400E+02
 5.28266E+02	 4.30400E+02
 5.28402E+02	 4.29900E+02
 5.28538E+02	 4.30500E+02
 5.28675E+02	 4.31000E+02
 5.28811E+02	 4.29700E+02
 5.28947E+02	 4.29600E+02
 5.29084E+02	 4.31200E+02
 5.29220E+02	 4.30500E+02
 5.29356E+02	 4.29200E+02
 5.29492E+02	 4.30600E+02
 5.29629E+02	 4.30400E+02
 5.29765E+02	 4.30800E+02
 5.29901E+02	 4.31300E+02
 5.30037E+02	 4.30200E+02
 5.30174E+02	 4.29800E+02
 5.30310E+02	 4.28600E+02
 5.30446E+02	 4.30300E+02
 5.30582E+02	 4.30800E+02
 5.30718E+02	 4.30200E+02
 5.30855E+02	 4.31500E+02
 5.30991E+02	 4.29600E+02
 5.31127E+02	 4.31300E+02
 5.31263E+02	 4.31100E+02
 5.31399E+02	 4.30900E+02
 5.31535E+02	 4.29600E+02
 5.31671E+02	 4.32800E+02
 5.31808E+02	 4.61800E+02
 5.31944E+02	 4.92400E+02
 5.32080E+02	 4.45200E+02
 5.32216E+02	 4.31600E+02
 5.32352E+02	 4.30100E+02
 5.32488E+02	 4.30500E+02
 5.32624E+02	 4.30800E+02
 5.32760E+02	 4.29100E+02
 5.32896E+02	 4.30200E+02
 5.33032E+02	 4.28700E+02
 5.33168E+02	 4.30700E+02
 5.33304E+02	 4.30300E+02
 5.33440E+02	 4.30300E+02
 5.33576E+02	 4.31300E+02
 5.33712E+02	 4.33900E+02
 5.33848E+02	 4.38000E+02
 5.33984E+02	 4.40600E+02
 5.34120E+02	 4.43200E+02
 5.34256E+02	 4.42200E+02
 5.34392E+02	 4.43400E+02
 5.34528E+02	 4.45000E+02
 5.34664E+02	 4.44600E+02
 5.34800E+02	 4.44200E+02
 5.34936E+02	 4.43100E+02
 5.35072E+02	 4.43000E+02
 5.35208E+02	 4.42400E+02
 5.35344E+02	 4.46500E+02
 5.35479E+02	 4.43400E+02
 5.35615E+02	 4.42100E+02
 5.35751E+02	 4.44800E+02
 5.35887E+02	 4.43400E+02
 5.36023E+02	 4.46900E+02
 5.36159E+02	 4.44400E+02
 5.36295E+02	 4.44300E+02
 5.36430E+02	 4.43700E+02
 5.36566E+02	 4.45000E+02
 5.36702E+02	 4.44000E+02
 5.36838E+02	 4.43700E+02
 5.36974E+02	 4.43900E+02
 5.37109E+02	 4.43400E+02
 5.37245E+02	 4.43900E+02
 5.37381E+02	 4.44100E+02
 5.37517E+02	 4.46900E+02
 5.37652E+02	 4.46100E+02
 5.37788E+02	 4.47900E+02
 5.37924E+02	 4.49300E+02
 5.38060E+02	 4.50700E+02
 5.38195E+02	 4.46700E+02
 5.38331E+02	 4.46100E+02
 5.38467E+02	 4.45600E+02
 5.38602E+02	 4.43400E+02
 5.38738E+02	 4.44300E+02
 5.38874E+02	 4.42600E+02
 5.39009E+02	 4.42700E+02
 5.39145E+02	 4.42900E+02
 5.39281E+02	 4.45400E+02
 5.39416E+02	 4.43800E+02
 5.39552E+02	 4.46000E+02
 5.39688E+02	 4.47100E+02
 5.39823E+02	 4.44400E+02
 5.39959E+02	 4.48800E+02
 5.40094E+02	 4.45800E+02
 5.40230E+02	 4.42700E+02
 5.40366E+02	 4.45100E+02
 5.40501E+02	 4.44100E+02
 5.40637E+02	 4.45700E+02
 5.40772E+02	 4.43400E+02
 5.40908E+02	 4.42800E+02
 5.41043E+02	 4.44700E+02
 5.41179E+02	 4.42600E+02
 5.41314E+02	 4.42400E+02
 5.41450E+02	 4.43000E+02
 5.41585E+02	 4.44300E+02
 5.41721E+02	 4.44200E+02
 5.41856E+02	 4.41500E+02
 5.41992E+02	 4.43200E+02
 5.42127E+02	 4.46100E+02
 5.42263E+02	 4.41000E+02
 5.42398E+02	 4.44100E+02
 5.42534E+02	 4.41800E+02
 5.42669E+02	 4.45700E+02
 5.42804E+02	 4.43100E+02
 5.42940E+02	 4.43900E+02
 5.43075E+02	 4.45500E+02
 5.43211E+02	 4.44400E+02
